"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3685425";"";"None";"435.92";"0";"4.50";"BDBM120748";"C=CC(=O)Nc1cccc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2Cl)c1";"IC50";"'='";"47.0";"nM";"7.33";"";"248815";"UO_0000065";"16.81";"0.32";"2.83";"9.23";"0";"CHEMBL3705216";"Time Resolved-FRET Assay: Activity of compounds was routinely confirmed using a secondary assay as described herein. The secondary assay was a time resolved-FRET kinase assay. Test compound are diluted to desired concentrations in kinase reaction buffer and briefly incubated with BTK kinase (as described above; Invitrogen). The reaction is initiated by the addition of ATP and enzyme substrate, HTRF® KinEASE-TK Substrate-biotin (Cisbio US, Bedford, Mass.). The composition of the reaction (10 μl) was: 1% v/v DMSO, 10 nM BTK, 60 μM ATP, and 1 μM substrate. After incubation at room temperature for 60 min, the enzyme reaction is stopped by EDTA-containing buffer, which also contains europium-labeled (Eu3+-Cryptate) anti-phosphotyrosine antibody (Cisbio) and Streptavidin-XL665 (Cisbio). The europium-labeled antibody generates a time-resolved FRET signal with the Stepavidin-XL665, which binds to the biotinylated TK substrate through the streptavidin conjugate when the substrate is phosphorylated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638547";"37";"BindingDB Database";"";"2014";"None";"";"";""
"CHEMBL3909234";"";"None";"321.36";"0";"4.03";"BDBM195780";"CCC#CC(=O)Nc1cc(-c2cnc3[nH]cc(C)c3c2)ccc1F";"IC50";"'='";"739.0";"nM";"6.13";"";"348517";"UO_0000065";"19.08";"0.35";"2.10";"10.61";"0";"CHEMBL3887688";"Biochemical Inhibition Assay: 1H-pyrrolo[2,3-b]pyridine, 1H-pyrazolo[3,4-b]pyridine and 5H-pyrrolo[2,3-b]pyrazine series of compounds exhibited over >100 fold selective against Janus and TEC family of kinases except for the BMX and TXK it had activity of 30 and 45 nM respectively.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886406";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3942125";"";"None";"355.83";"0";"3.60";"BDBM195798";"Cc1n[nH]c2ncc(-c3ccc(Cl)c(NC(=O)/C=C/N(C)C)c3)cc12";"IC50";"'='";"739.0";"nM";"6.13";"";"348521";"UO_0000065";"17.23";"0.33";"2.53";"8.30";"0";"CHEMBL3887688";"Biochemical Inhibition Assay: 1H-pyrrolo[2,3-b]pyridine, 1H-pyrazolo[3,4-b]pyridine and 5H-pyrrolo[2,3-b]pyrazine series of compounds exhibited over >100 fold selective against Janus and TEC family of kinases except for the BMX and TXK it had activity of 30 and 45 nM respectively.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886406";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3968188";"";"None";"312.76";"0";"3.71";"BDBM195799";"C=CC(=O)Nc1cc(-c2cnc3[nH]nc(C)c3c2)ccc1Cl";"IC50";"'='";"739.0";"nM";"6.13";"";"348522";"UO_0000065";"19.60";"0.38";"2.42";"8.68";"0";"CHEMBL3887688";"Biochemical Inhibition Assay: 1H-pyrrolo[2,3-b]pyridine, 1H-pyrazolo[3,4-b]pyridine and 5H-pyrrolo[2,3-b]pyrazine series of compounds exhibited over >100 fold selective against Janus and TEC family of kinases except for the BMX and TXK it had activity of 30 and 45 nM respectively.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886406";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL4740150";"";"None";"405.53";"0";"4.62";"11";"Cc1cc(-c2ncnc3[nH]ccc23)ccc1CNC(=O)c1cnc(C(C)(C)C)s1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"21.02";"0.40";"3.90";"10.20";"0";"CHEMBL4701067";"Inhibition of recombinant human full-length N-terminal His6-tagged BTK expressed in baculovirus infected Sf21 insect cells using fluorescein-labeled polyGAT peptide substrate measured after 30 mins by TR-FRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699451";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 0.5 hr";"INHIBITOR";""
"CHEMBL4744041";"";"None";"435.53";"0";"3.25";"1; BIIB068";"Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"20.66";"0.38";"5.75";"9.26";"0";"CHEMBL4701067";"Inhibition of recombinant human full-length N-terminal His6-tagged BTK expressed in baculovirus infected Sf21 insect cells using fluorescein-labeled polyGAT peptide substrate measured after 30 mins by TR-FRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699451";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 0.5 hr";"INHIBITOR";""
"CHEMBL4761778";"";"None";"599.59";"1";"4.91";"43";"COCCC(=O)N1C[C@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CC[C@@H]1C";"IC50";"'='";"0.36";"nM";"9.44";"";"";"UO_0000065";"15.75";"0.30";"4.53";"7.39";"0";"CHEMBL4717034";"Reversible inhibition of recombinant full length BTK (unknown origin) baculovirus infected Sf9 cells using biotinylated EQEDEPEGDYFEWLE-NH2 peptide as substrate preincubated for 60 mins followed by substrate addition and measured after 120 mins in presence of ATP by TR-FRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715708";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";"TIME = 3.0 hr";"INHIBITOR";""
"CHEMBL4747860";"";"None";"609.61";"1";"4.40";"33";"COc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CCCN(C(=O)C3(C)COC3)C2)n2ccnc(N)c12";"IC50";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"14.70";"0.28";"4.56";"6.54";"0";"CHEMBL4717034";"Reversible inhibition of recombinant full length BTK (unknown origin) baculovirus infected Sf9 cells using biotinylated EQEDEPEGDYFEWLE-NH2 peptide as substrate preincubated for 60 mins followed by substrate addition and measured after 120 mins in presence of ATP by TR-FRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715708";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";"TIME = 3.0 hr";"INHIBITOR";""
"CHEMBL3900123";"";"None";"606.62";"2";"6.69";"BDBM200771";"Cc1c(NC(=O)c2ccc(C3(C(F)(F)F)CC3)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12";"IC50";"'='";"5.0";"nM";"8.30";"";"356847";"UO_0000065";"13.68";"0.26";"1.61";"8.81";"0";"CHEMBL3887838";"Biochemical Enzyme Assay: The inhibitory activity of the present compounds against Btk was assessed in a biochemical enzyme assay. Assay plates in 384 well format were prepared with 8-point serial dilutions for the test compounds on a Thermo CatX workstation equipped with a Innovadyne Nanodrop Express. The assay plates were prepared by addition of 50 nl per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 ul per well of peptide/ATP-solution (4 uM FITC-Ahx-TSELKKVVALYDYMPMNAND-NH2, 164 uM ATP) in kinase buffer (50 mM HEPES, pH 7.5, 1 mM DTT, 0.02% Tween20, 0.02% BSA, 0.6% DMSO, 10 mM beta-glycerophosphate, and 10 uM sodium orthovanadate, 18 mM MgCl2, 1 mM MnCl2) and 4.5 ul per well of enzyme solution (6.4 nM full-length human recombinant BTK) in kinase buffer. Kinase reactions were incubated at 30° C. for 60 minutes and subsequently terminated by addition of 16 ul per well of stop solution (100 mM HEPES pH 7.5, 5% DMSO, 0.1% Caliper coating reagent, 10 mM EDTA, and 0.015% Brij35). Kinase reactions were analyzed on a Caliper LC3000 workstation by separating phosphorylated and unphosphorylated peptides and kinase activities were calculated from the amounts of newly formed phospho-peptide. Inhibition data were calculated by comparison to control reactions without enzyme (100% inhibition) and without inhibitors (0% inhibition).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886469";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL4280709";"";"None";"522.54";"1";"3.47";"7d";"C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC(=O)N4CCOCC4)c(OC)c3)ncc2F)c1";"IC50";"'='";"17.1";"nM";"7.77";"";"";"UO_0000065";"14.86";"0.28";"4.30";"6.12";"0";"CHEMBL4252316";"Inhibition of recombinant full-length N-terminal His-tagged human BTK expressed in baculovirus infected Sf9 insect cells using Poly(4:1 Glu,Tyr) peptide substrate incubated for 60 mins by ADP-Glo luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251566";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";""
"CHEMBL4114685";"";"None";"554.63";"1";"4.45";"BDBM60898";"CNC(C)(C)/C=C(\C#N)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21";"IC50";"'='";"16.0";"nM";"7.80";"";"312169";"UO_0000065";"14.06";"0.26";"3.35";"5.78";"0";"CHEMBL3887135";"Enzymatic Activity Assay: A Caliper-based kinase assay (Caliper Life Sciences, Hopkinton, Mass.) was used to measure inhibition of Btk kinase activity of a compound of Formula (IA), (I′) or (I). Serial dilutions of test compounds were incubated with human recombinant Btk (2 nM), ATP (40 μM) and a phosphoacceptor peptide substrate FAM-GEEPLYWSFPAKKK-NH2 (1 μM) at room temperature for 3 h. The reaction was then terminated with EDTA, final concentration 20 mM and the phosphorylated reaction product was quantified on a Caliper Desktop Profiler (Caliper LabChip 3000). Percent inhibition was calculated for each compound dilution and the concentration that produced 50% inhibition was calculated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886180";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL4114800";"";"None";"541.56";"2";"5.17";"BDBM60904";"N#C/C(=C\C1CC1)C(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4cc(F)cc(F)c4)cc3)c3c(N)ncnc32)C1";"IC50";"'='";"2.3";"nM";"8.64";"";"312172";"UO_0000065";"15.95";"0.29";"3.47";"7.03";"0";"CHEMBL3887135";"Enzymatic Activity Assay: A Caliper-based kinase assay (Caliper Life Sciences, Hopkinton, Mass.) was used to measure inhibition of Btk kinase activity of a compound of Formula (IA), (I′) or (I). Serial dilutions of test compounds were incubated with human recombinant Btk (2 nM), ATP (40 μM) and a phosphoacceptor peptide substrate FAM-GEEPLYWSFPAKKK-NH2 (1 μM) at room temperature for 3 h. The reaction was then terminated with EDTA, final concentration 20 mM and the phosphorylated reaction product was quantified on a Caliper Desktop Profiler (Caliper LabChip 3000). Percent inhibition was calculated for each compound dilution and the concentration that produced 50% inhibition was calculated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886180";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3657223";"";"None";"392.46";"1";"5.97";"BDBM134228";"Cc1ccccc1-c1ncc(-c2ccc(Oc3ccccc3)cc2)c2c(N)n[nH]c12";"IC50";"'='";"12680.0";"nM";"4.90";"";"267617";"UO_0000065";"12.48";"0.22";"-1.07";"6.37";"0";"CHEMBL3705416";"Enzyme Assay: To V-bottom 384-well plates were added test compounds, human recombinant Btk (1 nM, Invitrogen Corporation), fluoresceinated peptide (1.5 uM), ATP (20 uM), and assay buffer (20 mM HEPES pH 7.4, 10 mM MgCl2, 0.015% Brij35 and 4 mM DTT in 1.6% DMSO), with a final volume of 30 uL. After incubating at room temperature for 60 min, the reaction was terminated by adding 45 ul of 35 mM EDTA to each sample. The reaction mixture was analyzed on the Caliper LABCHIP 3000 (Caliper, Hopkinton, Mass.) by electrophoretic separation of the fluorescent substrate and phosphorylated product. Inhibition data were calculated by comparison to no enzyme control reactions for 100% inhibition and no inhibitor controls for 0% inhibition. Dose response curves were generated to determine the concentration required inhibiting 50% of kinase activity (IC50). Compounds were dissolved at 10 mM in dimethylsulfoxide (DMSO) and evaluated at eleven concentrations.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638930";"37";"BindingDB Database";"";"2014";"None";"";"";""
"CHEMBL4114679";"";"None";"504.59";"2";"5.50";"BDBM197215";"N#C/C(=C\C1CC1)C(=O)N1CCC[C@@H](n2cc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1";"IC50";"'='";"2.0";"nM";"8.70";"";"350431";"UO_0000065";"17.24";"0.31";"3.20";"7.90";"0";"CHEMBL3887135";"Enzymatic Activity Assay: A Caliper-based kinase assay (Caliper Life Sciences, Hopkinton, Mass.) was used to measure inhibition of Btk kinase activity of a compound of Formula (IA), (I′) or (I). Serial dilutions of test compounds were incubated with human recombinant Btk (2 nM), ATP (40 μM) and a phosphoacceptor peptide substrate FAM-GEEPLYWSFPAKKK-NH2 (1 μM) at room temperature for 3 h. The reaction was then terminated with EDTA, final concentration 20 mM and the phosphorylated reaction product was quantified on a Caliper Desktop Profiler (Caliper LabChip 3000). Percent inhibition was calculated for each compound dilution and the concentration that produced 50% inhibition was calculated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886180";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3972734";"";"None";"591.71";"2";"5.43";"BDBM205240";"Cc1c(-c2cn(C)c(=O)c(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)cccc1N1Cc2cc(C(C)(C)C)ccc2C1=O";"IC50";"'='";"36.4";"nM";"7.44";"";"363325";"UO_0000065";"12.57";"0.23";"2.01";"7.69";"0";"CHEMBL3887917";"Biochemical Btk Assay: A generalized procedure for a standard biochemical Btk Kinase Assay that can be used to test Formula I compounds is as follows. A master mix minus Btk enzyme is prepared containing 1x Cell Signaling kinase buffer (25 mM Tris-HCl, pH 7.5, 5 mM beta-glycerophosphate, 2 mM dithiothreitol, 0.1 mM Na3VO4, 10 mM MgCl2), 0.5 μM Promega PTK Biotinylated peptide substrate 2, and 0.01% BSA. A master mix plus Btk enzyme is prepared containing 1x Cell Signaling kinase buffer, 0.5 μM PTK Biotinylated peptide substrate 2, 0.01% BSA, and 100 ng/well (0.06 mU/well) Btk enzyme. Btk enzyme is prepared as follows: full length human wildtype Btk (accession number NM-000061) with a C-terminal V5 and 6xHis tag was subcloned into pFastBac vector for making baculovirus carrying this epitope-tagged Btk.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886504";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL4114802";"";"None";"525.59";"2";"5.28";"BDBM197259";"CC(C)/C=C(\C#N)C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1";"IC50";"'='";"2.0";"nM";"8.70";"";"350455";"UO_0000065";"16.55";"0.30";"3.42";"7.08";"0";"CHEMBL3887135";"Enzymatic Activity Assay: A Caliper-based kinase assay (Caliper Life Sciences, Hopkinton, Mass.) was used to measure inhibition of Btk kinase activity of a compound of Formula (IA), (I′) or (I). Serial dilutions of test compounds were incubated with human recombinant Btk (2 nM), ATP (40 μM) and a phosphoacceptor peptide substrate FAM-GEEPLYWSFPAKKK-NH2 (1 μM) at room temperature for 3 h. The reaction was then terminated with EDTA, final concentration 20 mM and the phosphorylated reaction product was quantified on a Caliper Desktop Profiler (Caliper LabChip 3000). Percent inhibition was calculated for each compound dilution and the concentration that produced 50% inhibition was calculated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886180";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3670132";"";"None";"667.79";"1";"3.93";"BDBM111991";"Cn1cc(-c2cc(F)cc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O";"IC50";"'='";"7.8";"nM";"8.11";"";"233046";"UO_0000065";"12.14";"0.23";"4.18";"7.50";"0";"CHEMBL3705848";"Biochemical Assay: A generalized procedure for a standard biochemical Btk Kinase Assay that can be used to test Formula I compounds. Alternatively, the Lanthascreen assay can be used to evaluate Btk activity through quantification of its phosphorylated peptide product. The FRET (Fluorescence Resonance Energy Transfer) that occurs between the fluorescein on the peptide product and the terbium on the detection antibody decreases with the addition of inhibitors of Btk that reduce the phosphorylation of the peptide.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639120";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3670133";"";"None";"651.83";"2";"5.40";"BDBM111992";"Cn1cc(-c2cccc(N3CCc4c(sc5c4CCCC5)C3=O)c2CO)nc(Nc2ccc(C3CCN(C4COC4)CC3)cc2)c1=O";"IC50";"'='";"17.1";"nM";"7.77";"";"233047";"UO_0000065";"11.92";"0.23";"2.37";"7.77";"0";"CHEMBL3705848";"Biochemical Assay: A generalized procedure for a standard biochemical Btk Kinase Assay that can be used to test Formula I compounds. Alternatively, the Lanthascreen assay can be used to evaluate Btk activity through quantification of its phosphorylated peptide product. The FRET (Fluorescence Resonance Energy Transfer) that occurs between the fluorescein on the peptide product and the terbium on the detection antibody decreases with the addition of inhibitors of Btk that reduce the phosphorylation of the peptide.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639120";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3670137";"";"None";"607.76";"1";"4.17";"BDBM111996";"CCN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCc6c(cc7n6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CC1";"IC50";"'='";"16.6";"nM";"7.78";"";"233051";"UO_0000065";"12.80";"0.24";"3.61";"7.87";"0";"CHEMBL3705848";"Biochemical Assay: A generalized procedure for a standard biochemical Btk Kinase Assay that can be used to test Formula I compounds. Alternatively, the Lanthascreen assay can be used to evaluate Btk activity through quantification of its phosphorylated peptide product. The FRET (Fluorescence Resonance Energy Transfer) that occurs between the fluorescein on the peptide product and the terbium on the detection antibody decreases with the addition of inhibitors of Btk that reduce the phosphorylation of the peptide.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639120";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3699638";"";"None";"529.67";"1";"4.65";"BDBM149463";"Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)cccc1N1Cc2cc(C(C)(C)C)sc2C1=O";"IC50";"'='";"4000.0";"nM";"5.40";"";"287909";"UO_0000065";"10.19";"0.19";"0.75";"5.44";"0";"CHEMBL3705508";"Biochemical Assay: A generalized procedure for a standard biochemical Btk Kinase Assay that can be used to test Formula I compounds is as follows. A master mix minus Btk enzyme is prepared containing IX Cell Signaling kinase buffer (25 mM Tris-HCl, pH 7.5, 5 mM beta- glycerophosphate, 2 mM dithiothreitol, 0.1 mM Na3V04, 10 mM MgCl2), 0.5 ul Promega PTK Biotinylated peptide substrate 2, and 0.01% BSA. A master mix plus Btk enzyme is prepared containing IX Cell Signaling kinase buffer, 0.5 ul PTK Biotinylated peptide substrate 2, 0.01% BSA, and 100 ng/well (0.06 mU/well) Btk enzyme. Btk enzyme is prepared as follows: full length human wildtype Btk (accession number NM-000061) with a C-terminal V5 and 6x His tag was subcloned into pFastBac vector for making baculo virus carrying this epitope-tagged Btk. Generation of baculovirus is done based on Invitrogen's instructions detailed in its published protocol 'Bac-to-Bac Baculovirus Expression Systems'.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638757";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3670124";"";"None";"631.77";"2";"5.15";"BDBM111983";"CN(C)CCOc1ccc(Nc2cc(-c3cc(F)cc(N4CCc5c(sc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1";"IC50";"'='";"3.0";"nM";"8.52";"";"233038";"UO_0000065";"13.49";"0.26";"3.37";"8.53";"0";"CHEMBL3705848";"Biochemical Assay: A generalized procedure for a standard biochemical Btk Kinase Assay that can be used to test Formula I compounds. Alternatively, the Lanthascreen assay can be used to evaluate Btk activity through quantification of its phosphorylated peptide product. The FRET (Fluorescence Resonance Energy Transfer) that occurs between the fluorescein on the peptide product and the terbium on the detection antibody decreases with the addition of inhibitors of Btk that reduce the phosphorylation of the peptide.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639120";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3586444";"";"None";"279.30";"0";"1.68";"8";"Cc1ccncc1-c1cccc2c(N)c(C(N)=O)nnc12";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"14.32";"0.26";"2.32";"3.71";"0";"CHEMBL3588253";"Inhibition of BTK in human Raji cells after 30 mins by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Raji";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585313";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307663";"";"";""
"CHEMBL3586447";"";"None";"318.34";"0";"2.16";"11";"Cc1cc2cn[nH]c2cc1-c1cccc2c(N)c(C(N)=O)nnc12";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"27.33";"0.50";"6.54";"7.04";"0";"CHEMBL3588277";"Inhibition of human recombinant Btk";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585313";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";""
